gender,race_ethnicity,parental_education,lunch,test_prep,reading_score,writing_score,math_score,grade
male,group B,associate's,standard,none,80,55,52,D
male,group D,bachelor's,standard,none,90,73,54,D
female,group C,doctorate,free/reduced,completed,55,80,54,D
female,group D,some college,standard,none,64,41,27,F
female,group D,bachelor's,standard,none,81,77,50,D
male,group D,some college,standard,completed,76,61,65,C
male,group C,master's,standard,completed,92,67,66,C
female,group C,high school,free/reduced,none,76,49,34,F
male,group B,master's,standard,completed,97,57,75,B
male,group C,high school,standard,completed,78,84,72,B
male,group B,high school,standard,none,85,70,65,C
female,group D,bachelor's,standard,none,65,64,48,D
female,group B,some college,standard,none,70,68,69,C
male,group B,associate's,standard,none,83,77,58,C
male,group B,some college,standard,none,94,76,76,B
female,group A,bachelor's,free/reduced,completed,80,68,56,C
female,group D,high school,free/reduced,completed,68,86,49,D
male,group D,some high school,free/reduced,none,90,84,62,C
female,group C,high school,free/reduced,none,37,76,37,F
male,group B,some college,standard,none,48,70,38,F
male,group B,high school,standard,none,80,79,56,C
female,group A,some college,standard,none,70,74,55,C
male,group B,some college,free/reduced,completed,79,85,65,C
female,group D,some high school,free/reduced,completed,70,83,44,D
male,group B,associate's,free/reduced,none,78,54,49,D
male,group C,master's,standard,completed,57,53,47,D
female,group B,high school,free/reduced,none,78,59,36,F
male,group B,associate's,standard,completed,84,84,78,B
female,group C,associate's,standard,none,88,46,51,D
male,group C,some college,standard,none,100,75,75,B
male,group B,bachelor's,standard,completed,73,75,67,C
male,group A,some college,standard,none,74,87,62,C
female,group C,some college,standard,completed,47,72,52,D
male,group B,some high school,standard,none,62,49,45,D
female,group B,associate's,standard,none,67,55,44,D
male,group E,associate's,free/reduced,none,85,52,39,F
female,group C,some high school,free/reduced,none,60,61,42,D
male,group C,some college,standard,completed,81,67,64,C
female,group C,doctorate,free/reduced,none,69,52,38,F
female,group C,some college,free/reduced,completed,67,92,68,C
female,group C,some college,standard,completed,73,50,54,D
female,group D,master's,standard,completed,64,90,67,C
female,group D,bachelor's,standard,none,63,87,54,D
female,group B,associate's,standard,completed,44,83,59,C
male,group C,bachelor's,free/reduced,none,66,59,42,D
male,group C,master's,free/reduced,none,62,75,50,D
female,group D,some college,standard,none,62,50,39,F
female,group C,some college,free/reduced,none,76,83,50,D
female,group C,some college,free/reduced,none,79,68,53,D
female,group B,doctorate,free/reduced,completed,73,63,53,D
male,group C,associate's,standard,none,84,51,46,D
male,group B,some high school,free/reduced,none,78,32,41,D
female,group C,master's,standard,completed,65,54,43,D
male,group B,some college,standard,none,63,86,62,C
male,group D,some high school,standard,none,74,63,45,D
female,group B,some college,standard,none,78,67,67,C
male,group C,some college,free/reduced,completed,90,79,56,C
female,group D,master's,standard,none,87,97,78,B
male,group B,high school,standard,none,61,89,57,C
female,group C,bachelor's,standard,none,68,55,45,D
male,group C,associate's,free/reduced,completed,80,40,47,D
male,group A,some high school,standard,completed,86,100,84,B
male,group D,doctorate,free/reduced,completed,84,100,66,C
male,group A,some college,standard,none,69,72,49,D
male,group C,high school,standard,none,51,50,42,D
male,group C,some college,standard,none,55,84,43,D
female,group C,master's,standard,none,74,68,51,D
male,group D,high school,standard,none,75,68,73,B
female,group B,high school,standard,none,53,83,46,D
female,group A,high school,free/reduced,none,70,75,54,D
female,group D,high school,standard,completed,79,52,54,D
male,group C,bachelor's,standard,none,52,65,47,D
female,group D,some college,standard,completed,86,79,75,B
male,group D,high school,free/reduced,none,64,77,53,D
male,group D,high school,standard,none,88,73,61,C
female,group C,high school,standard,none,61,84,67,C
male,group C,master's,free/reduced,none,54,64,33,F
female,group D,high school,standard,none,63,72,53,D
female,group C,doctorate,standard,none,68,19,34,F
female,group B,some college,standard,completed,64,63,50,D
female,group D,high school,standard,completed,66,81,63,C
male,group D,master's,standard,none,75,64,54,D
male,group C,some college,standard,completed,67,63,55,C
female,group A,bachelor's,standard,completed,69,54,69,C
male,group C,doctorate,standard,completed,44,85,52,D
male,group D,some high school,standard,completed,75,78,74,B
male,group E,some high school,free/reduced,none,68,82,55,C
male,group B,bachelor's,free/reduced,none,94,44,45,D
male,group A,high school,free/reduced,none,55,67,33,F
male,group D,high school,standard,none,42,65,36,F
female,group C,some high school,standard,none,79,65,52,D
female,group C,some high school,standard,none,75,60,41,D
female,group E,bachelor's,standard,completed,54,64,47,D
male,group A,high school,free/reduced,completed,47,82,40,D
male,group C,some college,standard,completed,93,41,67,C
male,group A,associate's,standard,completed,91,96,84,B
female,group C,some college,standard,completed,32,77,54,D
female,group D,some high school,standard,none,63,69,54,D
male,group C,bachelor's,standard,none,94,83,69,C
female,group E,some high school,standard,none,62,48,50,D
male,group C,bachelor's,standard,completed,62,60,51,D
female,group B,master's,free/reduced,none,65,68,43,D
female,group B,some college,standard,completed,53,90,67,C
female,group C,some college,free/reduced,none,44,69,27,F
female,group C,some college,free/reduced,none,85,76,72,B
female,group A,some college,standard,completed,42,61,47,D
male,group C,master's,free/reduced,none,73,77,50,D
female,group C,master's,standard,none,83,95,76,B
male,group D,high school,free/reduced,none,48,84,48,D
female,group C,associate's,standard,none,56,68,47,D
female,group D,master's,standard,completed,88,80,73,B
female,group A,doctorate,standard,none,77,78,50,D
male,group B,some college,standard,none,60,77,49,D
female,group C,some college,free/reduced,none,88,86,62,C
female,group C,high school,standard,completed,88,86,78,B
female,group A,doctorate,free/reduced,none,74,68,54,D
male,group D,high school,standard,completed,56,79,59,C
male,group D,associate's,free/reduced,completed,63,64,40,D
male,group C,high school,standard,none,74,56,56,C
male,group A,high school,standard,completed,67,65,67,C
female,group D,some college,standard,completed,84,68,72,B
male,group C,doctorate,free/reduced,none,47,45,25,F
female,group D,some high school,standard,none,47,82,55,C
male,group D,associate's,standard,completed,72,28,66,C
male,group D,some high school,standard,completed,62,100,71,B
female,group C,high school,free/reduced,none,60,92,42,D
female,group B,some college,standard,none,43,66,38,F
female,group C,some college,standard,completed,70,70,65,C
female,group C,high school,standard,completed,69,74,53,D
female,group D,high school,free/reduced,completed,79,61,55,C
male,group B,some high school,free/reduced,none,71,72,49,D
female,group B,high school,standard,completed,68,67,69,C
female,group D,doctorate,standard,none,87,68,67,C
female,group D,master's,standard,none,50,72,51,D
male,group E,high school,standard,completed,78,50,44,D
female,group D,associate's,standard,completed,44,70,57,C
male,group C,master's,free/reduced,none,57,72,45,D
male,group C,some high school,standard,none,51,71,48,D
male,group D,bachelor's,free/reduced,completed,81,66,46,D
male,group C,master's,standard,none,69,87,55,C
female,group C,some high school,free/reduced,completed,69,64,44,D
female,group B,high school,standard,completed,53,73,44,D
female,group C,doctorate,standard,none,65,89,59,C
male,group D,some college,standard,completed,58,68,51,D
male,group B,some high school,standard,completed,75,73,80,B
male,group B,high school,standard,completed,55,68,54,D
female,group B,some college,free/reduced,completed,89,88,76,B
male,group B,associate's,free/reduced,completed,44,66,32,F
female,group B,bachelor's,standard,none,57,89,53,D
female,group C,doctorate,standard,none,95,68,63,C
male,group E,high school,standard,completed,63,57,48,D
female,group C,some college,standard,none,50,80,47,D
female,group B,some college,standard,none,73,65,51,D
female,group A,some college,free/reduced,completed,62,79,52,D
female,group D,high school,free/reduced,completed,57,29,43,D
male,group C,doctorate,free/reduced,none,53,70,41,D
male,group D,master's,standard,completed,100,63,74,B
female,group C,some college,free/reduced,completed,66,54,49,D
female,group D,associate's,free/reduced,none,41,61,34,F
male,group B,high school,standard,completed,92,61,66,C
female,group D,some college,standard,none,79,69,55,C
female,group B,associate's,free/reduced,none,58,49,33,F
female,group E,some college,standard,none,56,74,56,C
male,group C,doctorate,standard,none,80,90,72,B
female,group B,associate's,standard,none,66,74,52,D
female,group B,some college,standard,completed,41,82,59,C
male,group B,bachelor's,standard,completed,96,86,77,B
male,group D,high school,free/reduced,none,63,88,50,D
female,group B,some college,free/reduced,completed,92,98,71,B
male,group C,high school,standard,none,89,62,57,C
female,group B,some college,standard,none,54,59,51,D
female,group C,bachelor's,standard,completed,85,81,72,B
male,group D,some college,standard,none,60,80,54,D
female,group D,bachelor's,standard,none,41,81,38,F
male,group D,associate's,standard,completed,63,98,68,C
female,group B,high school,standard,none,75,70,54,D
male,group B,bachelor's,standard,completed,63,76,56,C
female,group D,high school,standard,none,65,55,46,D
male,group C,high school,standard,none,87,100,70,B
male,group C,some college,standard,none,71,64,52,D
female,group A,high school,free/reduced,none,57,65,39,F
male,group B,some high school,standard,none,80,64,49,D
female,group A,associate's,free/reduced,none,72,60,40,D
male,group D,some college,standard,completed,32,59,42,D
female,group B,some college,standard,completed,76,62,68,C
male,group C,doctorate,free/reduced,none,75,49,41,D
female,group A,associate's,standard,none,70,58,45,D
male,group C,master's,standard,none,83,99,73,B
male,group B,high school,standard,completed,59,81,72,B
male,group D,associate's,standard,completed,75,83,74,B
male,group D,master's,free/reduced,none,46,87,46,D
female,group B,associate's,standard,completed,76,97,79,B
male,group E,bachelor's,standard,none,99,43,63,C
female,group E,some college,standard,none,55,51,46,D
male,group D,some high school,standard,none,58,57,47,D
male,group D,some college,free/reduced,none,59,62,44,D
female,group B,some college,free/reduced,none,71,65,37,F
female,group C,master's,standard,none,54,63,35,F
male,group A,high school,standard,completed,76,73,66,C
male,group B,doctorate,free/reduced,none,82,70,51,D
male,group E,doctorate,standard,none,78,59,49,D
female,group B,high school,standard,none,43,37,34,F
female,group D,high school,standard,none,84,55,42,D
male,group D,master's,standard,none,84,61,52,D
female,group D,doctorate,free/reduced,none,82,66,46,D
female,group E,some college,free/reduced,none,75,53,31,F
female,group B,high school,standard,none,73,62,60,C
female,group A,some college,standard,none,85,53,45,D
male,group C,associate's,standard,none,98,68,60,C
male,group B,high school,standard,completed,55,53,54,D
male,group A,bachelor's,standard,completed,86,57,67,C
male,group C,some high school,free/reduced,none,68,50,30,F
female,group D,some high school,standard,none,68,67,56,C
female,group C,some college,standard,none,46,57,40,D
male,group B,some college,standard,none,65,83,71,B
male,group C,high school,standard,none,55,76,52,D
male,group B,some college,standard,none,63,68,49,D
female,group A,high school,free/reduced,none,53,58,29,F
male,group D,high school,standard,completed,63,75,56,C
female,group C,high school,free/reduced,none,63,80,42,D
male,group D,doctorate,standard,none,71,72,63,C
male,group A,some college,standard,none,45,94,53,D
female,group D,some college,standard,completed,48,76,58,C
female,group C,associate's,standard,completed,75,83,78,B
male,group C,doctorate,standard,none,58,72,35,F
female,group C,high school,standard,completed,86,80,80,B
female,group D,associate's,free/reduced,none,73,58,42,D
female,group C,bachelor's,free/reduced,completed,79,63,57,C
male,group C,associate's,standard,completed,91,75,67,C
female,group E,some high school,standard,none,65,75,49,D
female,group D,associate's,standard,completed,61,77,64,C
female,group C,some high school,standard,none,83,86,79,B
male,group D,associate's,standard,none,77,48,54,D
male,group C,bachelor's,free/reduced,none,67,55,46,D
male,group B,high school,standard,completed,90,73,70,B
female,group C,bachelor's,standard,none,66,59,44,D
male,group E,some high school,standard,none,70,100,61,C
female,group E,bachelor's,standard,completed,70,77,61,C
female,group C,some college,standard,none,55,68,34,F
male,group C,high school,standard,none,71,62,46,D
female,group B,high school,standard,none,90,62,55,C
male,group E,doctorate,standard,none,76,70,55,C
female,group E,some high school,standard,none,70,71,55,C
male,group C,high school,free/reduced,none,67,63,44,D
female,group D,high school,standard,completed,74,65,61,C
female,group D,associate's,standard,completed,81,90,70,B
female,group C,some college,free/reduced,none,79,90,45,D
female,group A,high school,standard,none,65,73,49,D
female,group C,high school,standard,none,74,49,41,D
female,group C,high school,standard,completed,77,78,70,B
female,group C,high school,standard,none,54,93,62,C
female,group C,some college,standard,none,72,90,68,C
male,group E,bachelor's,free/reduced,completed,37,81,49,D
female,group B,high school,free/reduced,none,77,91,56,C
female,group C,some college,standard,none,79,70,54,D
female,group D,some college,standard,completed,81,79,65,C
male,group D,doctorate,standard,completed,64,59,46,D
female,group C,doctorate,standard,none,74,74,63,C
male,group B,bachelor's,standard,completed,91,89,76,B
female,group B,high school,standard,none,91,61,51,D
male,group C,some high school,free/reduced,completed,69,57,43,D
female,group C,high school,standard,none,72,71,49,D
female,group B,high school,standard,completed,86,66,67,C
male,group D,some college,standard,completed,47,79,62,C
female,group C,bachelor's,free/reduced,completed,65,63,47,D
male,group C,master's,free/reduced,completed,90,95,58,C
female,group D,bachelor's,standard,none,84,50,50,D
female,group B,some college,standard,none,75,88,62,C
female,group A,associate's,free/reduced,none,47,58,30,F
female,group D,high school,standard,completed,69,43,47,D
female,group C,some high school,free/reduced,completed,61,73,52,D
male,group D,bachelor's,standard,none,74,66,54,D
male,group D,some high school,standard,completed,57,53,49,D
female,group D,some college,standard,completed,54,44,47,D
female,group E,high school,free/reduced,completed,39,69,38,F
female,group C,associate's,standard,completed,88,84,71,B
female,group C,bachelor's,free/reduced,none,64,78,55,C
male,group C,high school,standard,none,72,70,58,C
female,group B,bachelor's,standard,none,69,77,61,C
male,group C,high school,standard,none,53,69,54,D
female,group B,some college,standard,completed,51,48,48,D
male,group E,bachelor's,standard,completed,54,48,52,D
male,group C,associate's,standard,completed,59,66,46,D
male,group C,doctorate,free/reduced,completed,75,67,56,C
male,group C,high school,standard,none,58,82,52,D
female,group A,associate's,free/reduced,none,96,81,70,B
male,group A,associate's,standard,none,85,79,69,C
male,group C,master's,free/reduced,none,82,65,45,D
male,group B,high school,standard,none,68,49,47,D
male,group C,bachelor's,standard,none,92,76,66,C
male,group D,associate's,standard,none,66,77,57,C
male,group D,high school,standard,none,69,34,33,F
female,group C,some college,free/reduced,completed,72,57,51,D
female,group B,high school,standard,none,80,59,52,D
female,group D,associate's,standard,none,79,71,59,C
male,group D,master's,free/reduced,none,62,57,33,F
male,group B,associate's,standard,completed,62,69,54,D
female,group D,associate's,free/reduced,none,79,66,55,C
female,group B,some college,standard,none,80,67,50,D
male,group D,some high school,free/reduced,completed,64,59,41,D
male,group E,high school,standard,none,46,60,40,D
male,group A,some college,standard,completed,66,53,48,D
male,group D,high school,standard,none,79,75,54,D
male,group C,high school,free/reduced,none,97,78,60,C
female,group E,some college,standard,none,52,58,32,F
female,group C,high school,standard,completed,63,92,61,C
female,group D,high school,standard,none,64,65,61,C
female,group A,some college,free/reduced,none,90,92,65,C
female,group C,high school,free/reduced,none,69,60,37,F
female,group A,master's,free/reduced,none,56,39,30,F
female,group E,master's,standard,none,78,76,63,C
male,group D,bachelor's,standard,completed,63,73,66,C
male,group D,high school,standard,completed,51,70,53,D
male,group E,bachelor's,free/reduced,none,56,60,42,D
female,group B,bachelor's,standard,none,96,69,51,D
female,group C,bachelor's,standard,completed,75,62,54,D
male,group A,high school,free/reduced,none,71,65,45,D
female,group B,associate's,standard,none,66,82,59,C
male,group B,bachelor's,standard,none,74,72,50,D
female,group C,associate's,standard,completed,74,79,68,C
male,group B,associate's,standard,completed,74,66,58,C
male,group B,some college,free/reduced,completed,71,64,50,D
female,group B,some college,standard,none,83,52,58,C
male,group B,some high school,standard,none,70,64,57,C
male,group E,associate's,standard,completed,55,20,30,F
male,group D,some high school,standard,none,60,61,40,D
female,group E,some college,standard,completed,40,68,46,D
female,group C,high school,standard,completed,100,78,77,B
male,group B,some college,standard,none,82,65,52,D
female,group D,high school,standard,completed,57,75,65,C
female,group B,associate's,standard,none,65,37,40,D
male,group B,bachelor's,standard,completed,60,69,60,C
male,group B,high school,free/reduced,none,93,44,37,F
male,group B,high school,free/reduced,none,48,51,36,F
male,group B,high school,free/reduced,completed,71,67,36,F
female,group C,master's,standard,completed,68,89,73,B
male,group C,some college,standard,none,82,75,66,C
female,group A,some college,standard,none,68,70,50,D
female,group B,high school,standard,none,43,69,50,D
male,group D,associate's,standard,none,66,59,47,D
female,group B,master's,standard,none,55,61,44,D
male,group C,bachelor's,free/reduced,none,71,76,50,D
female,group D,associate's,standard,none,91,49,73,B
female,group B,some high school,standard,none,43,78,54,D
female,group B,high school,free/reduced,none,57,64,42,D
female,group C,some high school,standard,none,61,82,49,D
male,group B,high school,free/reduced,none,64,84,50,D
female,group C,high school,free/reduced,completed,81,44,43,D
female,group D,high school,free/reduced,none,67,61,46,D
female,group B,some college,standard,completed,76,57,60,C
female,group C,master's,free/reduced,completed,60,42,32,F
female,group C,associate's,standard,completed,73,54,57,C
male,group B,bachelor's,standard,completed,81,100,73,B
male,group C,bachelor's,standard,completed,59,79,62,C
female,group B,high school,standard,none,81,98,64,C
male,group C,bachelor's,standard,none,70,82,58,C
female,group B,high school,standard,completed,85,58,67,C
female,group C,associate's,free/reduced,none,66,64,41,D
male,group B,high school,free/reduced,completed,75,78,56,C
male,group D,doctorate,free/reduced,none,69,76,49,D
female,group A,high school,standard,completed,68,61,61,C
male,group C,high school,free/reduced,none,73,47,31,F
female,group C,master's,standard,none,78,100,70,B
male,group D,some high school,free/reduced,none,51,67,45,D
female,group C,associate's,free/reduced,completed,91,65,63,C
male,group C,bachelor's,standard,completed,42,71,51,D
female,group D,bachelor's,free/reduced,none,59,66,43,D
male,group D,doctorate,standard,completed,68,71,64,C
female,group B,doctorate,standard,none,76,89,68,C
male,group C,some high school,standard,none,93,68,50,D
female,group D,bachelor's,standard,none,42,52,26,F
female,group E,associate's,free/reduced,none,62,67,47,D
male,group D,associate's,standard,none,38,63,29,F
male,group C,high school,standard,none,70,91,64,C
male,group B,associate's,standard,completed,74,87,68,C
female,group C,doctorate,free/reduced,completed,93,71,57,C
female,group D,master's,free/reduced,none,71,50,40,D
female,group C,some college,free/reduced,none,85,51,45,D
male,group C,some high school,free/reduced,none,78,70,61,C
male,group D,some college,standard,none,63,75,49,D
female,group C,bachelor's,standard,none,48,64,51,D
female,group D,bachelor's,standard,none,74,62,54,D
female,group C,some college,standard,completed,47,61,45,D
male,group B,some high school,free/reduced,completed,89,69,65,C
female,group C,some college,standard,none,67,34,41,D
male,group D,some college,free/reduced,none,87,53,46,D
male,group B,master's,standard,none,62,60,48,D
female,group B,associate's,standard,completed,74,88,67,C
female,group E,high school,standard,none,73,57,45,D
female,group B,some college,free/reduced,none,69,72,50,D
male,group C,some high school,free/reduced,completed,63,73,51,D
male,group C,doctorate,free/reduced,none,75,89,55,C
female,group C,some college,standard,none,56,88,57,C
female,group C,some college,free/reduced,none,51,69,39,F
male,group B,some college,standard,none,88,62,49,D
male,group C,associate's,standard,none,80,60,61,C
male,group C,associate's,free/reduced,none,70,66,45,D
female,group C,bachelor's,standard,none,94,63,59,C
male,group B,high school,free/reduced,none,65,78,49,D
male,group C,high school,standard,completed,89,76,73,B
male,group B,high school,standard,none,72,78,62,C
male,group B,associate's,free/reduced,none,54,88,50,D
male,group B,some high school,standard,completed,97,97,87,A
female,group B,associate's,free/reduced,completed,84,71,68,C
male,group D,master's,standard,completed,68,86,72,B
female,group B,master's,standard,none,80,64,54,D
male,group E,some college,standard,none,63,87,51,D
female,group E,some college,standard,completed,82,85,82,B
female,group C,some high school,standard,completed,34,85,52,D
female,group B,associate's,standard,none,54,71,45,D
female,group C,bachelor's,free/reduced,completed,84,59,44,D
male,group D,high school,standard,none,66,49,46,D
male,group C,some college,standard,completed,73,69,63,C
female,group B,bachelor's,standard,completed,49,92,53,D
female,group C,master's,standard,completed,97,65,73,B
female,group D,high school,free/reduced,completed,87,81,62,C
female,group D,associate's,free/reduced,completed,66,82,73,B
female,group B,high school,standard,none,63,65,45,D
male,group C,high school,free/reduced,none,85,89,56,C
male,group B,master's,standard,none,99,26,42,D
female,group B,bachelor's,standard,none,84,51,59,C
female,group D,bachelor's,free/reduced,completed,100,56,58,C
male,group B,some high school,standard,none,56,57,38,F
female,group B,bachelor's,free/reduced,none,57,75,47,D
male,group A,some college,free/reduced,none,52,74,32,F
female,group D,high school,standard,completed,76,75,70,B
male,group D,some college,free/reduced,none,72,78,60,C
male,group C,some high school,free/reduced,none,67,55,42,D
female,group D,bachelor's,standard,none,82,51,55,C
male,group B,associate's,standard,completed,88,75,76,B
female,group C,high school,standard,none,47,60,51,D
female,group C,high school,free/reduced,completed,61,46,48,D
female,group B,high school,free/reduced,none,82,84,59,C
male,group C,some high school,standard,none,62,90,64,C
male,group E,associate's,standard,completed,58,93,61,C
male,group A,bachelor's,standard,none,85,72,65,C
female,group B,some high school,standard,none,50,79,43,D
female,group B,some high school,standard,none,65,90,57,C
female,group B,associate's,standard,none,74,60,33,F
female,group E,bachelor's,standard,none,61,86,59,C
female,group C,high school,standard,none,81,74,56,C
female,group C,high school,standard,none,61,83,62,C
male,group D,associate's,standard,none,91,72,65,C
female,group B,high school,free/reduced,completed,68,89,67,C
male,group C,some high school,standard,completed,80,73,60,C
female,group C,bachelor's,standard,none,81,47,55,C
female,group C,associate's,standard,none,60,91,71,B
female,group E,associate's,standard,none,39,55,40,D
male,group D,bachelor's,standard,none,75,88,67,C
male,group C,associate's,standard,none,71,68,54,D
male,group D,high school,standard,none,78,87,60,C
male,group B,some college,free/reduced,none,66,87,55,C
male,group A,high school,free/reduced,none,63,76,36,F
female,group B,high school,free/reduced,none,100,77,58,C
female,group C,associate's,free/reduced,completed,47,76,36,F
male,group C,master's,free/reduced,none,81,39,33,F
male,group C,doctorate,standard,completed,61,71,62,C
male,group E,associate's,standard,completed,64,53,55,C
female,group C,high school,standard,none,65,72,53,D
female,group C,high school,standard,none,57,52,42,D
female,group A,bachelor's,free/reduced,none,78,52,30,F
female,group A,associate's,standard,none,90,94,69,C
female,group C,associate's,standard,none,77,86,59,C
female,group C,bachelor's,standard,completed,71,69,58,C
male,group D,bachelor's,standard,none,55,72,52,D
female,group B,bachelor's,free/reduced,none,77,66,42,D
male,group A,some high school,free/reduced,completed,100,78,65,C
female,group C,bachelor's,standard,completed,64,59,42,D
male,group B,master's,free/reduced,none,64,84,47,D
female,group A,high school,standard,completed,61,66,50,D
female,group D,associate's,free/reduced,none,62,63,40,D
female,group B,high school,standard,none,28,70,31,F
female,group C,doctorate,standard,none,76,61,53,D
male,group B,some high school,standard,none,57,74,49,D
male,group B,associate's,free/reduced,completed,45,61,50,D
male,group C,high school,free/reduced,none,81,77,56,C
male,group D,bachelor's,standard,none,53,88,43,D
female,group C,high school,standard,none,64,59,39,F
male,group D,high school,free/reduced,none,91,68,53,D
female,group B,some college,standard,none,48,76,42,D
female,group D,master's,standard,none,47,63,24,F
female,group B,high school,standard,completed,74,76,74,B
male,group C,high school,standard,none,87,78,68,C
female,group C,bachelor's,free/reduced,none,46,86,45,D
female,group E,some college,free/reduced,none,76,60,40,D
female,group C,master's,standard,none,78,55,53,D
female,group A,high school,standard,none,39,65,35,F
female,group A,associate's,free/reduced,completed,81,55,53,D
male,group D,high school,standard,completed,83,78,64,C
female,group C,high school,free/reduced,none,65,52,45,D
male,group D,associate's,standard,none,88,100,63,C
male,group B,associate's,standard,completed,87,89,83,B
male,group C,bachelor's,free/reduced,none,71,70,46,D
male,group A,high school,free/reduced,none,63,83,45,D
male,group E,some college,standard,none,55,45,39,F
male,group C,some college,free/reduced,completed,69,100,70,B
female,group E,doctorate,standard,none,78,61,61,C
female,group B,high school,standard,completed,65,68,61,C
female,group C,high school,free/reduced,completed,37,42,24,F
male,group C,some college,free/reduced,none,89,77,56,C
male,group B,associate's,standard,completed,72,53,66,C
female,group D,high school,standard,completed,64,71,68,C
male,group E,master's,standard,none,82,61,60,C
male,group D,high school,standard,none,92,53,60,C
female,group D,master's,standard,none,27,57,35,F
male,group B,high school,free/reduced,none,76,73,56,C
female,group B,associate's,standard,none,48,50,34,F
female,group E,master's,free/reduced,none,77,58,35,F
male,group A,high school,standard,none,71,79,58,C
male,group D,doctorate,standard,completed,79,100,72,B
female,group D,some college,standard,none,62,77,47,D
male,group C,master's,standard,none,41,56,32,F
male,group E,associate's,standard,none,63,64,63,C
female,group B,high school,free/reduced,none,76,70,49,D
male,group C,high school,standard,none,85,64,59,C
female,group A,high school,free/reduced,none,52,83,36,F
female,group C,some high school,standard,none,85,73,50,D
male,group B,high school,free/reduced,completed,60,83,50,D
male,group C,high school,standard,completed,75,65,70,B
male,group D,some college,free/reduced,none,62,89,52,D
male,group E,bachelor's,standard,completed,72,67,65,C
male,group B,high school,free/reduced,completed,83,55,57,C
female,group C,high school,free/reduced,none,51,100,46,D
male,group E,associate's,standard,completed,59,42,54,D
female,group A,high school,standard,completed,72,58,54,D
female,group B,some high school,standard,none,100,60,70,B
female,group B,high school,free/reduced,none,57,100,55,C
female,group C,master's,standard,none,100,97,66,C
male,group B,bachelor's,standard,none,100,92,70,B
female,group E,some college,standard,completed,68,65,48,D
female,group C,associate's,standard,none,65,100,70,B
male,group C,some college,free/reduced,completed,59,75,51,D
male,group B,associate's,standard,completed,68,84,53,D
female,group C,associate's,standard,completed,48,72,56,C
male,group C,associate's,free/reduced,completed,68,69,49,D
male,group D,high school,standard,none,92,66,52,D
male,group D,some high school,free/reduced,none,60,66,50,D
male,group C,some college,standard,completed,66,79,64,C
female,group E,master's,standard,none,44,75,43,D
female,group D,associate's,standard,none,75,69,53,D
female,group D,bachelor's,free/reduced,completed,73,92,54,D
male,group A,doctorate,standard,completed,70,25,36,F
male,group A,high school,standard,none,66,77,62,C
female,group B,associate's,standard,completed,65,80,61,C
male,group C,associate's,standard,completed,77,87,71,B
male,group C,doctorate,free/reduced,none,69,69,32,F
female,group C,doctorate,standard,none,74,73,48,D
male,group D,associate's,free/reduced,completed,73,84,64,C
female,group D,high school,standard,none,86,92,71,B
male,group E,bachelor's,free/reduced,none,80,65,58,C
male,group B,high school,standard,none,72,74,64,C
male,group D,bachelor's,standard,completed,92,95,79,B
female,group B,master's,standard,none,76,38,46,D
female,group B,some college,free/reduced,none,89,59,47,D
female,group B,associate's,standard,none,79,91,78,B
female,group C,some college,free/reduced,completed,42,86,56,C
male,group C,some college,free/reduced,none,89,77,57,C
female,group D,high school,standard,none,72,63,53,D
male,group B,bachelor's,standard,completed,69,56,64,C
female,group D,master's,standard,none,74,61,55,C
male,group C,master's,standard,completed,64,93,78,B
female,group B,high school,free/reduced,completed,73,60,38,F
male,group C,master's,free/reduced,completed,61,71,53,D
male,group B,bachelor's,standard,none,89,58,53,D
female,group C,high school,standard,completed,68,82,76,B
male,group C,some high school,standard,completed,64,61,65,C
male,group B,high school,standard,completed,56,68,55,C
male,group B,master's,free/reduced,none,74,44,46,D
male,group C,associate's,standard,completed,72,45,63,C
female,group E,bachelor's,free/reduced,none,75,70,48,D
female,group C,high school,standard,none,54,50,54,D
female,group D,bachelor's,standard,none,45,100,55,C
female,group C,some high school,standard,completed,79,39,51,D
male,group E,some college,standard,none,92,57,62,C
female,group D,associate's,standard,none,54,70,45,D
male,group C,high school,free/reduced,completed,93,64,61,C
male,group C,bachelor's,free/reduced,none,74,53,49,D
female,group D,high school,standard,completed,69,55,55,C
male,group C,associate's,standard,none,64,55,35,F
female,group B,some college,standard,none,49,65,45,D
male,group A,associate's,free/reduced,completed,84,99,67,C
female,group D,high school,standard,completed,58,71,62,C
female,group D,some high school,free/reduced,none,58,87,52,D
female,group B,master's,standard,completed,84,77,79,B
female,group C,high school,standard,none,41,86,54,D
female,group C,bachelor's,free/reduced,none,47,28,26,F
male,group B,doctorate,standard,none,69,65,47,D
female,group E,high school,standard,none,74,89,68,C
male,group B,high school,standard,none,77,61,65,C
female,group A,associate's,standard,none,65,96,58,C
female,group C,doctorate,standard,none,100,92,85,A
female,group D,master's,free/reduced,none,66,62,37,F
male,group A,some college,free/reduced,none,66,62,36,F
male,group C,bachelor's,standard,none,58,54,44,D
female,group C,high school,free/reduced,completed,71,60,54,D
male,group B,doctorate,standard,completed,79,51,63,C
male,group B,doctorate,standard,none,88,76,57,C
male,group C,high school,standard,completed,47,48,46,D
female,group B,high school,standard,completed,66,79,59,C
female,group E,high school,standard,none,76,79,51,D
male,group D,high school,free/reduced,none,78,45,33,F
male,group E,bachelor's,standard,completed,70,93,66,C
male,group B,some college,standard,none,78,77,63,C
